NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
WDR83,WD repeat domain 83 [Source:HGNC Symbol;Acc:HGNC:32672],null,null,-0.20351785
CCDC191,coiled-coil domain containing 191 [Source:HGNC Symbol;Acc:HGNC:29272],null,null,-0.2035223
MAML2,mastermind like transcriptional coactivator 2 [Source:HGNC Symbol;Acc:HGNC:16259],null,null,-0.20354787
RNPC3,"RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]",null,null,-0.20362577
RAB11FIP2,RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152],null,null,-0.20363669
GABRR1,gamma-aminobutyric acid type A receptor rho1 subunit [Source:HGNC Symbol;Acc:HGNC:4090],null,null,-0.20365511
ZNF672,zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179],null,null,-0.20367846
MEOX2,mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014],null,null,-0.20372742
HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876],null,null,-0.20378205
TBC1D30,TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164],null,null,-0.20378949
PHKB,phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927],null,null,-0.20386983
DNASE1L2,deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958],null,null,-0.2038763
KIAA0556,KIAA0556 [Source:HGNC Symbol;Acc:HGNC:29068],null,null,-0.20387791
RNF121,ring finger protein 121 [Source:HGNC Symbol;Acc:HGNC:21070],null,null,-0.20387901
E2F4,E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118],null,null,-0.20388173
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914],null,null,-0.20388223
DNAI2,dynein axonemal intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:18744],null,null,-0.20391427
ARL13B,ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419],null,null,-0.20418417
CKAP2,cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990],null,null,-0.20420112
MS4A14,membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706],null,null,-0.20428926
CADM1,cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951],null,null,-0.20429331
PCBD2,pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:24474],null,null,-0.20432383
TMA7,translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932],null,null,-0.20435716
LRRC46,leucine rich repeat containing 46 [Source:HGNC Symbol;Acc:HGNC:25047],null,null,-0.20450942
LRRC41,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917],null,null,-0.20458682
PCM1,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727],null,null,-0.20460723
BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722],null,null,-0.20467533
AARS1,alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20],null,null,-0.20485318
RINT1,RAD50 interactor 1 [Source:HGNC Symbol;Acc:HGNC:21876],null,null,-0.20494738
SPTLC1,serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277],null,null,-0.20504957
TBC1D14,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246],null,null,-0.20507127
SHISA6,shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491],null,null,-0.20510775
SLC1A7,solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945],null,null,-0.2052838
MICALL2,MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672],null,null,-0.20533356
PRPF18,pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351],null,null,-0.20554835
ZC3H3,zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972],null,null,-0.205945
LIFR,LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597],null,null,-0.2061268
NCKAP1,NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666],null,null,-0.20620123
ABHD14A,abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538],null,null,-0.2062242
LIPT1,lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569],null,null,-0.20623448
SIPA1L2,signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800],null,null,-0.20627095
POLDIP3,DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782],null,null,-0.20628385
NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],null,null,-0.20636295
PRPF39,pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314],null,null,-0.20636933
PEX6,peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:HGNC:8859],null,null,-0.20641488
YIPF4,Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145],null,null,-0.20644118
HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005],null,null,-0.20664187
POLA2,"DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]",null,null,-0.20681903
NDUFA12,NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987],null,null,-0.2069105
DLX3,distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916],null,null,-0.20693497
CARNMT1,carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435],null,null,-0.20708375
GPR19,G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473],null,null,-0.20725803
MRPL12,mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378],null,null,-0.20728225
HARBI1,harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522],null,null,-0.207286
RPRD1B,regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:HGNC:16209],null,null,-0.20731391
IMMP1L,inner mitochondrial membrane peptidase subunit 1 [Source:HGNC Symbol;Acc:HGNC:26317],null,null,-0.20748731
SSR2,signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324],null,null,-0.20750803
MTRES1,mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971],null,null,-0.20750912
RRP36,ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374],null,null,-0.20755738
CAPZB,capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491],null,null,-0.20758978
ZFHX2,zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152],null,null,-0.20760266
HEPACAM,hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361],null,null,-0.20762062
RSPH9,radial spoke head component 9 [Source:HGNC Symbol;Acc:HGNC:21057],null,null,-0.20777309
PCLAF,PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961],null,null,-0.20780885
MALSU1,mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721],null,null,-0.2078139
CDH20,cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760],null,null,-0.20789823
MFAP1,microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032],null,null,-0.20794624
PYGO2,pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257],null,null,-0.20799346
WFS1,wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762],null,null,-0.20801571
PAXIP1,PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624],null,null,-0.20806012
CNIH2,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744],null,null,-0.20806721
KIAA0895,KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206],null,null,-0.20811956
IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961],null,null,-0.2082866
ELMO3,engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289],null,null,-0.20832258
COG5,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],null,null,-0.20837434
GABPB2,GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441],null,null,-0.20837973
TNK1,tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940],null,null,-0.20841157
PRMT7,protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557],null,null,-0.2085089
FAH,fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579],null,null,-0.2087218
NACC1,nucleus accumbens associated 1 [Source:HGNC Symbol;Acc:HGNC:20967],null,null,-0.20879145
ADARB2,adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227],null,null,-0.20886472
ZNF384,zinc finger protein 384 [Source:HGNC Symbol;Acc:HGNC:11955],null,null,-0.20923369
AASS,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366],null,null,-0.20930436
IGHMBP2,immunoglobulin mu DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5542],null,null,-0.20937274
PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:HGNC:19322]",null,null,-0.20937546
CYSRT1,cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529],null,null,-0.2095096
STIP1,stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387],null,null,-0.20980613
CCNL2,cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570],null,null,-0.2098104
CPSF4,cleavage and polyadenylation specific factor 4 [Source:HGNC Symbol;Acc:HGNC:2327],null,null,-0.20983292
NIPBL,NIPBL cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862],null,null,-0.20986122
ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497],null,null,-0.20995298
PAM16,presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679],null,null,-0.20999308
GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:HGNC:4205]",null,null,-0.210022
DIRAS1,DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127],null,null,-0.21002547
HDAC8,histone deacetylase 8 [Source:HGNC Symbol;Acc:HGNC:13315],null,null,-0.21003321
CRYGN,crystallin gamma N [Source:HGNC Symbol;Acc:HGNC:20458],null,null,-0.21008827
GPR161,G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694],null,null,-0.21014655
EPHA2,EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386],null,null,-0.21022445
GULP1,GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649],null,null,-0.21034937
NCOA2,nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669],null,null,-0.21045385
PYGO1,pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256],null,null,-0.21046673
CKAP2L,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877],null,null,-0.21052858
GPATCH11,G-patch domain containing 11 [Source:HGNC Symbol;Acc:HGNC:26768],null,null,-0.21052924
RPE,ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293],null,null,-0.21072768
PRICKLE4,prickle planar cell polarity protein 4 [Source:HGNC Symbol;Acc:HGNC:16805],null,null,-0.21079874
NSRP1,nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25305],null,null,-0.21086082
NAXE,NAD(P)HX epimerase [Source:HGNC Symbol;Acc:HGNC:18453],null,null,-0.21090828
PDE3B,phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779],null,null,-0.21106677
NRF1,nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996],null,null,-0.21106988
WAPL,WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293],null,null,-0.21110688
CEBPG,CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837],null,null,-0.2111598
MSANTD2,Myb/SANT DNA binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26266],null,null,-0.21134996
SLC10A4,solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980],null,null,-0.21144648
CD247,CD247 molecule [Source:HGNC Symbol;Acc:HGNC:1677],null,null,-0.21145336
CEP76,centrosomal protein 76 [Source:HGNC Symbol;Acc:HGNC:25727],null,null,-0.2114751
TAX1BP1,Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575],null,null,-0.21156572
INPPL1,inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080],null,null,-0.21163154
HS6ST3,heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134],null,null,-0.21170199
KAT2B,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638],null,null,-0.21177076
PIGR,polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968],null,null,-0.21177594
UBE2L6,ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490],null,null,-0.21179046
ELAVL1,ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312],null,null,-0.21189374
NXPH3,neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077],null,null,-0.21190874
THTPA,thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987],null,null,-0.21206929
NDUFB2,NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697],null,null,-0.21213646
PLA2G12B,phospholipase A2 group XIIB [Source:HGNC Symbol;Acc:HGNC:18555],null,null,-0.21222271
NT5M,"5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:15769]",null,null,-0.2122867
SSTR2,somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331],null,null,-0.21241502
CNN3,calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157],null,null,-0.21247877
CNBD2,cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145],null,null,-0.21253084
JUND,"JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]",null,null,-0.21268404
TEX30,testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188],null,null,-0.21269213
GATA2,GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171],null,null,-0.2127793
SFXN2,sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086],null,null,-0.21290654
MRAP,melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304],null,null,-0.212923
MFHAS1,malignant fibrous histiocytoma amplified sequence 1 [Source:HGNC Symbol;Acc:HGNC:16982],null,null,-0.21295983
ITGB4,integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158],null,null,-0.2129624
AHSA2P,"activator of HSP90 ATPase homolog 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20437]",null,null,-0.21310881
EML1,EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330],null,null,-0.21311378
URB2,URB2 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:28967],null,null,-0.21314093
LAMP2,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],null,null,-0.21314922
PTCRA,pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290],null,null,-0.21317273
NIPAL1,NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194],null,null,-0.21321195
USP50,ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079],null,null,-0.2133443
KATNAL1,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361],null,null,-0.21336761
ZMYM1,zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253],null,null,-0.21339807
ANKRD54,ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185],null,null,-0.21352008
ZNF708,zinc finger protein 708 [Source:HGNC Symbol;Acc:HGNC:12945],null,null,-0.21361433
UBA1,ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469],null,null,-0.21377242
SERF2,small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757],null,null,-0.21379727
SPINT2,"serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]",null,null,-0.21389794
GGT7,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259],null,null,-0.21393064
CDH13,cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753],null,null,-0.21398392
C11orf74,chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142],null,null,-0.21401308
TADA2A,transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531],null,null,-0.21412079
CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536],null,null,-0.21422152
HIP1R,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415],null,null,-0.21422611
EMP1,epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333],null,null,-0.2143193
APOOL,apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009],null,null,-0.21438648
LRRD1,leucine rich repeats and death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34300],null,null,-0.21454833
PDCL3,phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860],null,null,-0.21461803
TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]",null,null,-0.21466279
IER3IP1,immediate early response 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18550],null,null,-0.21475223
BCORL1,BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657],null,null,-0.2147645
TMEM140,transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870],null,null,-0.21492766
DST,dystonin [Source:HGNC Symbol;Acc:HGNC:1090],null,null,-0.21499637
KPTN,"kaptin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]",null,null,-0.2150482
CENPB,centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852],null,null,-0.21509777
COX5A,cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267],null,null,-0.2151125
MOB1A,MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015],null,null,-0.21513371
CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:13626],null,null,-0.2151374
PHF5A,PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000],null,null,-0.21519163
FYN,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]",null,null,-0.21519244
PICK1,protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394],null,null,-0.21538377
FAAP24,FA core complex associated protein 24 [Source:HGNC Symbol;Acc:HGNC:28467],null,null,-0.21561086
RANBP10,RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285],null,null,-0.21563007
HSD17B12,hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646],null,null,-0.21566482
APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]",null,null,-0.2157798
NLRC3,NLR family CARD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29889],null,null,-0.21615596
NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717],null,null,-0.2162053
DIS3L,DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698],null,null,-0.2162592
EXOC1,exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380],null,null,-0.21640955
E2F3,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115],null,null,-0.21645445
NRXN3,neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010],null,null,-0.21648087
KCTD14,potassium channel tetramerization domain containing 14 [Source:HGNC Symbol;Acc:HGNC:23295],null,null,-0.21656246
VAMP1,vesicle associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:12642],null,null,-0.21665634
ORC3,origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489],null,null,-0.21688677
GNAZ,G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395],null,null,-0.21698333
MBNL3,muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564],null,null,-0.21701933
CACNA1I,calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396],null,null,-0.21722093
UVSSA,UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304],null,null,-0.21725217
WDR92,WD repeat domain 92 [Source:HGNC Symbol;Acc:HGNC:25176],null,null,-0.21728389
ANKRD40,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233],null,null,-0.21729282
MARK2,microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332],null,null,-0.21729289
TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]",null,null,-0.21738245
SETD2,"SET domain containing 2, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:18420]",null,null,-0.21740207
PCTP,phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752],null,null,-0.21752374
MRPS25,mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511],null,null,-0.21757993
PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385],null,null,-0.21758229
RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168],null,null,-0.2176091
ARHGEF11,Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580],null,null,-0.21763022
ACP2,"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]",null,null,-0.21765712
CCDC146,coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296],null,null,-0.21768923
AMZ2,archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041],null,null,-0.21778882
ZSCAN26,zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978],null,null,-0.21784341
GET4,guided entry of tail-anchored proteins factor 4 [Source:HGNC Symbol;Acc:HGNC:21690],null,null,-0.21786009
FLNC,filamin C [Source:HGNC Symbol;Acc:HGNC:3756],null,null,-0.21790567
CCDC85A,coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400],null,null,-0.21795818
TMF1,TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870],null,null,-0.2180763
TFF3,trefoil factor 3 [Source:HGNC Symbol;Acc:HGNC:11757],null,null,-0.2181004
SETD3,"SET domain containing 3, actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]",null,null,-0.21810387
MPV17L2,MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177],null,null,-0.21850443
EIF2B4,eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260],null,null,-0.2186811
OR2D3,olfactory receptor family 2 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:15146],null,null,-0.21874158
CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645],null,null,-0.21875027
MUC2,"mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7512]",null,null,-0.2187841
DCBLD1,"discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]",null,null,-0.21889405
MNT,MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188],null,null,-0.21920343
TLE3,"TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]",null,null,-0.21937081
FRAT1,FRAT regulator of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:3944],null,null,-0.21939388
KLHL32,kelch like family member 32 [Source:HGNC Symbol;Acc:HGNC:21221],null,null,-0.21957876
RNF187,ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146],null,null,-0.21964912
SECISBP2L,SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997],null,null,-0.21967623
RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911],null,null,-0.21975371
ZNF655,zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899],null,null,-0.21982922
TMEM132C,transmembrane protein 132C [Source:HGNC Symbol;Acc:HGNC:25436],null,null,-0.2199097
CPEB4,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747],null,null,-0.21996953
TFDP1,transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749],null,null,-0.21999407
DCAF12,DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911],null,null,-0.22003198
SCAF4,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304],null,null,-0.22019333
RITA1,RBPJ interacting and tubulin associated 1 [Source:HGNC Symbol;Acc:HGNC:25925],null,null,-0.2202613
BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],null,null,-0.22041821
NDUFB8,NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703],null,null,-0.22045471
TGDS,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]",null,null,-0.22061042
ASPDH,aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:HGNC:33856],null,null,-0.22066894
FEZ2,fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660],null,null,-0.22073105
CREBZF,CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905],null,null,-0.2209552
BCL6B,BCL6B transcription repressor [Source:HGNC Symbol;Acc:HGNC:1002],null,null,-0.22104909
DYNC1H1,dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961],null,null,-0.22108194
TSLP,thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743],null,null,-0.22114618
OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2 [Source:HGNC Symbol;Acc:HGNC:20351]",null,null,-0.22120634
CBX8,chromobox 8 [Source:HGNC Symbol;Acc:HGNC:15962],null,null,-0.22125968
NHSL1,NHS like 1 [Source:HGNC Symbol;Acc:HGNC:21021],null,null,-0.2212892
GGACT,gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100],null,null,-0.22150744
