MGI Accession ID,Marker Symbol,EntrezGene ID,Ensembl Gene ID,HomoloGene ID
MGI:3709840,Mir742,100049548,ENSMUSG00000077092,null
MGI:3709841,Mir743,100049546,ENSMUSG00000077127,null
MGI:3709842,Mir804,100049547,ENSMUSG00000076450,null
MGI:3709847,Mir181d,100049549,ENSMUSG00000076338,null
MGI:3709877,Smpd5,100503915,ENSMUSG00000071724,132205
MGI:3710083,Tgtp2,100039796,ENSMUSG00000078921,129991
MGI:3710228,Gm14523,null,ENSMUSG00000080862,null
MGI:3710229,Gm14607,100422782,ENSMUSG00000082887,null
MGI:3710243,Myh7b,668940,ENSMUSG00000074652,66117
MGI:3710397,Tmem254b,100039257,ENSMUSG00000021867,136624
MGI:3710416,H2al1i,100042946,ENSMUSG00000095445,83326
MGI:3710419,H2al1d,100042931,ENSMUSG00000094904,83326
MGI:3710514,Gm13304,100504346,ENSMUSG00000073878,2247
MGI:3710515,Gm10230,100042175,ENSMUSG00000095546,134350
MGI:3710516,Gm10486,100039550,ENSMUSG00000073247,134350
MGI:3710517,Rbx1-ps,100043674,ENSMUSG00000049832,6872
MGI:3710518,Gm10147,100039324,ENSMUSG00000096457,134350
MGI:3710520,Duxbl3,100039293,ENSMUSG00000072672,18848
MGI:3710521,Gm10075,115487451,ENSMUSG00000100720,null
MGI:3710522,Gm10488,100042109,ENSMUSG00000073257,134350
MGI:3710525,Gm10439,382243,ENSMUSG00000072923,40759
MGI:3710527,Tdpoz7,100042761,ENSMUSG00000095251,128308
MGI:3710528,Samt1c,625650,ENSMUSG00000096867,83554
MGI:3710529,Gm10080,100043172,ENSMUSG00000060467,null
MGI:3710530,Gm10256,100042874,ENSMUSG00000095852,136626
MGI:3710532,Gm9780,100039175,ENSMUSG00000094800,136625
MGI:3710533,Gpr137b-ps,664862,ENSMUSG00000097715,null
MGI:3710567,Gm9851,null,null,null
MGI:3710571,Gm9747,null,ENSMUSG00000022591,null
MGI:3710573,H2ac24,319171,ENSMUSG00000094777,134480
MGI:3710577,H2al1g,100042943,ENSMUSG00000095662,83326
MGI:3710579,Rpl14-ps1,100040970,ENSMUSG00000046721,null
MGI:3710580,Gm9800,null,ENSMUSG00000045799,null
MGI:3710581,carc,null,null,null
MGI:3710582,Gm10599,100042472,ENSMUSG00000118458,null
MGI:3710586,H2al1k,547154,ENSMUSG00000100448,83326
MGI:3710592,Gm10487,100039467,ENSMUSG00000094759,134350
MGI:3710598,Olfr1565,100042690,ENSMUSG00000089859,133650
MGI:3710610,Gm10409,100041530,ENSMUSG00000096488,null
MGI:3710618,Gm14685,574404,ENSMUSG00000067771,128534
MGI:3710620,Duxbl2,100039227,ENSMUSG00000072675,18848
MGI:3710623,H2al2b,100042840,ENSMUSG00000095573,83326
MGI:3710625,Gm10299,null,null,null
MGI:3710628,Gm10600,null,ENSMUSG00000083929,null
MGI:3710636,Gm10096,100039377,ENSMUSG00000095887,134350
MGI:3710638,Gm10060,100041567,ENSMUSG00000110669,null
MGI:3710639,Gm15097,434869,ENSMUSG00000094378,40759
MGI:3710643,Gm10135,null,ENSMUSG00000063656,null
MGI:3710645,H4bc24,665622,ENSMUSG00000069303,134772
MGI:3710649,Gm10310,108167789,ENSMUSG00000094632,null
MGI:3710670,Mettl7a3,668178,ENSMUSG00000058057,117485
MGI:3711220,Amy2a2,100043688,ENSMUSG00000096569,134663
MGI:3711222,Plac9b,100039246,ENSMUSG00000072674,136625
MGI:3711248,Gm15127,434866,ENSMUSG00000096834,40759
MGI:3711256,Gm10591,100504239,ENSMUSG00000096596,2247
MGI:3711258,Amy2a4,100043684,ENSMUSG00000096770,134663
MGI:3711260,Tmem254c,100039192,ENSMUSG00000072680,136624
MGI:3711264,Cphx3,100039280,ENSMUSG00000094817,104299
MGI:3711266,Gm10058,100039240,ENSMUSG00000095293,134350
MGI:3711272,Gm10406,100038847,ENSMUSG00000093985,115686
MGI:3711274,Gm10430,null,null,null
MGI:3711280,H2al1c,100042929,ENSMUSG00000096097,83326
MGI:3711282,H2al1h,100042944,ENSMUSG00000099443,83326
MGI:3711284,Gm10681,100043456,ENSMUSG00000095388,104115
MGI:3711286,Gm14455,null,ENSMUSG00000087633,null
MGI:3711288,BC016222,null,null,null
MGI:3711310,9930111J21Rik2,245240,ENSMUSG00000069892,null
MGI:3711323,Mir290a,100049710,ENSMUSG00000077815,null
MGI:3711324,Mir291a,100049715,ENSMUSG00000078008,null
MGI:3711325,Mir292,100049711,ENSMUSG00000078041,null
MGI:3711326,Mir293,100049714,ENSMUSG00000078035,null
MGI:3711327,Mir294,100049712,ENSMUSG00000077903,null
MGI:3711328,Mir295,100049713,ENSMUSG00000077886,null
MGI:3711493,dcr,null,null,null
MGI:3711766,Gm14597,71159,ENSMUSG00000079593,137383
MGI:3711854,Gm14090,null,null,null
MGI:3711900,Defa35,100041688,ENSMUSG00000061845,113382
MGI:3711943,Gm10229,100040201,ENSMUSG00000068075,null
MGI:3711946,Gm12296,null,ENSMUSG00000084967,null
MGI:3711949,Gm12173,null,ENSMUSG00000080970,null
MGI:3711964,Gal3st2b,100041596,ENSMUSG00000093805,41471
MGI:3711980,Igkv6-23,637227,ENSMUSG00000095630,null
MGI:3711992,Trav7d-2,100042410,ENSMUSG00000105533,null
MGI:3712003,D430039P05Rik,null,null,null
MGI:3712069,Ly6c2,100041546,ENSMUSG00000022584,113718
MGI:3712084,Gm14781,629542,ENSMUSG00000064129,135943
MGI:3712176,Gm10551,null,null,null
MGI:3712180,Gm9814,null,null,null
MGI:3712210,Gm15085,100039934,ENSMUSG00000095621,40759
MGI:3712217,Gm15080,666184,ENSMUSG00000072931,40759
MGI:3712219,Gm15128,434863,ENSMUSG00000095872,40759
MGI:3712222,Gm15091,382244,ENSMUSG00000095082,40759
MGI:3712268,urehr1,null,null,null
MGI:3712316,Gm13773,null,ENSMUSG00000086253,null
MGI:3712326,Parp10,671535,ENSMUSG00000063268,53133
MGI:3712328,Pnp2,667034,ENSMUSG00000068417,227
MGI:3712369,Gm14917,100418292,ENSMUSG00000081659,null
MGI:3712454,Zfp980,100041379,ENSMUSG00000058186,133076
MGI:3712457,Gm14981,100417185,ENSMUSG00000082537,null
MGI:3712464,Gm13587,null,null,null
MGI:3712466,Gm13775,null,ENSMUSG00000081207,null
MGI:3712484,Cldn24,100039801,ENSMUSG00000061974,136011
MGI:3712488,E130009M23Rik,null,null,null
MGI:3712494,D230018H15Rik,null,null,null
MGI:3712496,Gm15093,100039890,ENSMUSG00000094941,40759
MGI:3712553,Pramef20,627009,ENSMUSG00000073721,133194
MGI:3712656,Gm14686,108168464,ENSMUSG00000081375,null
MGI:3712668,Unc93a2,667055,ENSMUSG00000056133,10356
MGI:3713047,Frs3os,100126242,ENSMUSG00000086930,null
MGI:3713070,Fthl17d,100042782,ENSMUSG00000078206,23725
MGI:3713084,Gm14692,666842,ENSMUSG00000079577,19673
MGI:3713275,Gm15415,null,null,null
MGI:3713280,Gm13723,null,ENSMUSG00000086338,null
MGI:3713324,Gm11503,null,null,null
MGI:3713328,Gm15107,434864,ENSMUSG00000072930,40759
MGI:3713330,Gm15114,100034729,ENSMUSG00000079395,40759
MGI:3713332,Rps12-ps26,null,ENSMUSG00000081103,null
MGI:3713397,Gm13890,null,ENSMUSG00000081701,null
MGI:3713473,Gm11357,100417603,ENSMUSG00000089749,null
MGI:3713490,Rhox2h,622301,ENSMUSG00000079627,41772
MGI:3713523,Gm11532,100127433,ENSMUSG00000087067,null
MGI:3713525,Gm11735,634720,ENSMUSG00000078586,null
MGI:3713585,Zfp993,null,ENSMUSG00000063245,null
MGI:3713695,Gm14820,null,ENSMUSG00000087193,null
MGI:3713752,Gm13306,100039863,ENSMUSG00000073877,104838
MGI:3714114,H2al1a,100042922,ENSMUSG00000100626,83326
MGI:3714351,Fam177a2,100101807,ENSMUSG00000094103,135838
MGI:3714357,Srp54b,665155,ENSMUSG00000112449,2362
MGI:3714359,Srp54c,100101806,ENSMUSG00000079108,129700
MGI:3714531,Gm10478,null,ENSMUSG00000073179,null
MGI:3714859,Cyp3a41b,100041375,ENSMUSG00000075552,133568
MGI:3714985,Amy2a3,100043686,ENSMUSG00000093931,134663
MGI:3715623,Gm15043,669737,ENSMUSG00000082011,null
MGI:3715730,9530067D14Rik,null,null,null
MGI:3715731,D930007P13Rik,432989,ENSMUSG00000097003,null
MGI:3716112,Dwh,null,null,null
MGI:3716138,Orly,75204,null,null
MGI:3716200,ita,null,null,null
MGI:3716318,Gm14857,100415971,ENSMUSG00000081289,null
MGI:3716993,Cyp2b28-ps,232993,null,null
MGI:3716994,Cyp2c52-ps,209753,ENSMUSG00000114610,null
MGI:3717081,tnyw,null,null,null
MGI:3717097,Cyp2j12,242546,ENSMUSG00000081225,133195
MGI:3717142,Cyp3a63-ps,667065,ENSMUSG00000106040,null
MGI:3717143,Cyp4a29,230639,ENSMUSG00000083138,null
MGI:3717145,Cyp4a30b,435802,ENSMUSG00000084346,null
MGI:3717148,Cyp4a32,100040843,ENSMUSG00000063929,128044
MGI:3717399,iec,null,null,null
MGI:3718121,ru2l,null,null,null
MGI:3718205,hlb349A,null,null,null
MGI:3718453,Mir105,100124463,ENSMUSG00000077847,null
MGI:3718454,Mir18b,100124431,ENSMUSG00000077111,null
MGI:3718457,Mir190b,100124481,ENSMUSG00000077996,null
MGI:3718458,Mir193b,100124432,ENSMUSG00000076972,null
MGI:3718461,Mir208b,100124433,ENSMUSG00000077928,null
MGI:3718464,Mir291b,100124471,ENSMUSG00000078032,null
MGI:3718465,Mir297a-3,100124482,ENSMUSG00000076956,null
MGI:3718466,Mir297a-4,100124435,ENSMUSG00000077954,null
MGI:3718506,Mir297c,100124483,ENSMUSG00000076976,null
MGI:3718507,Mir327,100124437,ENSMUSG00000105372,null
MGI:3718510,Mir343,100124438,ENSMUSG00000076315,null
MGI:3718513,Mir344-2,100124439,ENSMUSG00000093187,null
MGI:3718516,Mir421,100124494,ENSMUSG00000065509,null
MGI:3718517,Mir453,100124484,ENSMUSG00000077925,null
MGI:3718520,Mir465b-1,100124473,ENSMUSG00000094894,null
MGI:3718521,Mir465b-2,100124440,ENSMUSG00000096504,null
MGI:3718524,Mir465c-1,100124441,ENSMUSG00000095782,null
MGI:3718525,Mir465c-2,100124464,ENSMUSG00000095006,null
MGI:3718526,Mir466b-1,100124485,ENSMUSG00000106608,null
MGI:3718528,Mir466b-2,100124442,ENSMUSG00000076966,null
MGI:3718529,Mir466b-3,100124474,ENSMUSG00000076994,null
MGI:3718530,Mir466c-1,100124443,ENSMUSG00000104561,null
MGI:3718531,Mir466d,100124465,ENSMUSG00000078031,null
MGI:3718533,Mir466f-1,100124486,ENSMUSG00000077972,null
MGI:3718534,Mir466f-2,100124445,ENSMUSG00000077998,null
MGI:3718535,Mir466f-3,100124475,ENSMUSG00000077981,null
MGI:3718536,Mir466g,100124495,ENSMUSG00000078025,null
MGI:3718537,Mir466h,100124446,ENSMUSG00000077941,null
MGI:3718539,Mir467c,100124487,ENSMUSG00000077049,null
MGI:3718540,Mir467d,100124447,ENSMUSG00000077021,null
MGI:3718541,Mir467e,100124448,ENSMUSG00000076948,null
MGI:3718542,Mir493,100124466,ENSMUSG00000077025,null
MGI:3718543,Mir504,100124476,ENSMUSG00000070110,null
MGI:3718545,Mir509,100124449,ENSMUSG00000106233,null
MGI:3718546,Mir511,100124488,ENSMUSG00000077897,null
MGI:3718547,Mir544,100124450,ENSMUSG00000077001,null
MGI:3718548,Mir568,100124467,ENSMUSG00000076372,null
MGI:3718549,Mir574,100124451,ENSMUSG00000077042,null
MGI:3718550,Mir582,100124489,ENSMUSG00000076946,null
MGI:3718552,Mir590,null,null,null
MGI:3718554,Mir598,100124452,ENSMUSG00000076049,null
MGI:3718555,Mir653,100124468,ENSMUSG00000076357,null
MGI:3718556,Mir654,100124453,ENSMUSG00000077980,null
MGI:3718557,Mir696,null,null,null
MGI:3718558,Mir712,null,null,null
MGI:3718559,Mir714,null,null,null
MGI:3718560,Mir743b,100124496,ENSMUSG00000094184,null
MGI:3718561,Mir871,100124478,ENSMUSG00000096628,null
MGI:3718562,Mir872,100124456,ENSMUSG00000077921,null
MGI:3718563,Mir873a,100124457,ENSMUSG00000078057,null
MGI:3718564,Mir874,100124491,ENSMUSG00000077962,null
MGI:3718565,Mir875,100124469,ENSMUSG00000077890,null
MGI:3718566,Mir876,100124458,ENSMUSG00000077851,null
MGI:3718567,Mir877,100124459,ENSMUSG00000077931,null
MGI:3718569,Mir878,100124479,ENSMUSG00000077872,null
MGI:3718570,Mir879,100124492,ENSMUSG00000077896,null
MGI:3718571,Mir880,100124480,ENSMUSG00000078002,null
MGI:3718572,Mir881,100124460,ENSMUSG00000078038,null
MGI:3718573,Mir882,100124461,ENSMUSG00000077881,null
MGI:3718574,Mir883a,100124462,ENSMUSG00000078017,null
MGI:3718576,Mir883b,100124493,ENSMUSG00000078024,null
MGI:3718577,Mir92b,100124470,ENSMUSG00000076255,null
MGI:3718803,Mir449b,100190765,ENSMUSG00000078027,null
MGI:3719571,Mir467a-2,100124624,ENSMUSG00000096027,null
MGI:3719572,Mir467a-3,100124642,ENSMUSG00000095198,null
MGI:3719573,Mir467a-4,100124625,ENSMUSG00000096492,null
MGI:3719574,Mir467a-5,100124626,ENSMUSG00000094159,null
MGI:3719576,Mir467a-6,100124627,ENSMUSG00000096587,null
MGI:3719577,Mir467a-7,100526553,ENSMUSG00000094688,null
MGI:3719578,Mir467a-8,100124643,ENSMUSG00000096512,null
MGI:3719617,Mir466e,100124640,ENSMUSG00000104933,null
MGI:3719623,Mir692-3,100124641,ENSMUSG00000076033,null
MGI:3719634,Mir683-2,100124649,ENSMUSG00000094933,null
MGI:3719636,oen,null,null,null
MGI:3720016,Mir466c-2,100124668,ENSMUSG00000094659,null
MGI:3721049,Cyp2c69,100043108,ENSMUSG00000092008,74936
MGI:3721573,kt,null,null,null
MGI:3721924,Cyp2c71-ps,100125394,ENSMUSG00000117738,null
MGI:3721925,Cyp2c72-ps,100125395,ENSMUSG00000118146,null
MGI:3721927,Cyp2c73-ps,639207,ENSMUSG00000115465,null
MGI:3721929,Cyp2d32-ps,100125410,ENSMUSG00000116265,null
MGI:3721930,Cyp2d33-ps,100125411,ENSMUSG00000116368,null
MGI:3721931,Cyp2d36-ps,380998,ENSMUSG00000116341,null
MGI:3721937,Cyp2d37-ps,627860,ENSMUSG00000075517,null
MGI:3721965,miph2,null,null,null
MGI:3721967,miph3,null,null,null
MGI:3722066,lws,null,null,null
MGI:3722301,dj,null,null,null
MGI:3723449,Apol7d,100042814,ENSMUSG00000073652,null
MGI:3723458,Tubb4b-ps2,665829,ENSMUSG00000099997,null
MGI:3723459,Tubb3-ps1,100502903,null,null
MGI:3723492,Gm13789,null,null,null
MGI:3723509,Gm13997,null,ENSMUSG00000087555,null
MGI:3757576,Vmn2r-ps112,100125243,null,null
MGI:3757578,Gm14027,null,ENSMUSG00000090248,null
MGI:3757588,He,null,null,null
MGI:3757651,Vmn2r-ps2,100041126,ENSMUSG00000081144,null
MGI:3757653,Vmn2r-ps3,100124546,ENSMUSG00000090303,null
MGI:3757666,Vmn2r2,100125586,ENSMUSG00000043897,129753
MGI:3757669,Vmn2r-ps4,100124547,ENSMUSG00000093503,null
MGI:3757678,Vmn2r-ps6,100124548,ENSMUSG00000093395,null
MGI:3757679,Vmn2r-ps7,672951,ENSMUSG00000093546,null
MGI:3757680,Vmn2r-ps8,100124549,ENSMUSG00000094482,null
MGI:3757686,Vmn2r-ps9,100124550,ENSMUSG00000093699,null
MGI:3757687,Vmn2r-ps35,628048,ENSMUSG00000110339,null
MGI:3757688,Vmn2r31,100042591,ENSMUSG00000096373,113703
MGI:3757689,Vmn2r-ps36,665442,ENSMUSG00000090849,null
MGI:3757694,Vmn2r33,624512,ENSMUSG00000096691,113703
MGI:3757696,Vmn2r-ps37,628368,ENSMUSG00000092439,null
MGI:3757700,Vmn2r34,100042636,ENSMUSG00000070841,113703
MGI:3757702,Vmn2r-ps38,665485,ENSMUSG00000092173,null
MGI:3757703,Vmn2r-ps39,100124551,null,null
MGI:3757726,Gm13334,null,null,null
MGI:3757863,Gm11649,null,ENSMUSG00000083996,null
MGI:3757865,Vmn2r-ps40,665495,ENSMUSG00000092433,null
MGI:3757866,Vmn2r36,100042653,ENSMUSG00000091651,113703
MGI:3757868,Vmn2r-ps41,628128,ENSMUSG00000092548,null
MGI:3757869,Vmn2r38,434110,ENSMUSG00000095773,113703
MGI:3757871,Vmn2r-ps42,100042039,ENSMUSG00000092611,null
MGI:3757872,Vmn2r40,100042781,ENSMUSG00000090864,113703
MGI:3757874,Vmn2r-ps43,665539,ENSMUSG00000092573,null
MGI:3757875,Vmn2r-ps44,665552,ENSMUSG00000096707,null
MGI:3757876,Vmn2r41,100042848,ENSMUSG00000090892,113703
MGI:3757878,Vmn2r-ps45,665571,ENSMUSG00000092452,null
MGI:3757881,Vmn2r-ps46,665582,ENSMUSG00000092441,null
MGI:3757883,Vmn2r45,100042810,ENSMUSG00000090662,113703
MGI:3757886,Vmn2r-ps47,665598,ENSMUSG00000092614,null
MGI:3757888,Vmn2r-ps48,100124552,null,null
MGI:3757889,Vmn2r-ps49,100042662,ENSMUSG00000092204,null
MGI:3757890,Vmn2r-ps50,100125319,null,null
MGI:3757899,Vmn2r46,100042894,ENSMUSG00000090342,113703
MGI:3757929,Vmn2r47,100042891,ENSMUSG00000094107,113703
MGI:3757931,Vmn2r-ps51,665625,ENSMUSG00000094280,null
MGI:3757932,Vmn2r-ps52,100124553,ENSMUSG00000093681,null
MGI:3757933,Vmn2r49,625605,ENSMUSG00000096180,113703
MGI:3757937,Vmn2r51,100042921,ENSMUSG00000058685,113703
MGI:3757941,Vmn2r-ps89,674360,ENSMUSG00000108829,null
MGI:3757942,Vmn2r-ps1,623380,null,null
MGI:3757943,Vmn2r-ps10,100124554,ENSMUSG00000095107,null
MGI:3757944,Vmn2r-ps12,100125273,ENSMUSG00000093474,null
MGI:3757946,Vmn2r-ps13,670110,ENSMUSG00000093767,null
MGI:3757948,Vmn2r-ps53,666065,ENSMUSG00000092583,null
MGI:3757950,Vmn2r55,100042499,ENSMUSG00000091045,104040
MGI:3757982,Vmn2r-ps55,100124555,ENSMUSG00000092538,null
MGI:3757983,Vmn2r-ps56,628403,ENSMUSG00000092451,null
MGI:3757988,Vmn2r-ps58,100124556,ENSMUSG00000092370,null
MGI:3757989,Vmn2r-ps59,100124557,ENSMUSG00000092382,null
MGI:3757993,Vmn2r-ps60,628490,ENSMUSG00000070621,null
MGI:3757994,Vmn2r62,546964,ENSMUSG00000091926,104832
MGI:3757996,Vmn2r-ps61,665038,ENSMUSG00000108928,null
MGI:3757998,Vmn2r-ps62,100124558,ENSMUSG00000092217,null
MGI:3757999,Vmn2r-ps63,100124559,null,null
MGI:3758005,Vmn2r-ps64,100124560,ENSMUSG00000092530,null
MGI:3758007,Vmn2r-ps65,100124561,ENSMUSG00000092422,null
MGI:3758012,Vmn2r-ps66,620641,ENSMUSG00000092621,null
MGI:3758095,Tmem35b,100039968,ENSMUSG00000070737,106612
MGI:3758174,Gm12347,null,ENSMUSG00000086702,null
MGI:3758822,sbse,null,null,null
MGI:3758910,BC048602,100126269,ENSMUSG00000115453,null
MGI:3759668,E330011O21Rik,100503619,ENSMUSG00000109841,null
MGI:3761013,ssl,null,null,null
MGI:3761270,E330020D12Rik,626058,ENSMUSG00000073538,null
MGI:3761288,B020018J22Rik,100126692,ENSMUSG00000113189,null
MGI:3761308,Vmn2r-ps67,100124562,ENSMUSG00000092211,null
MGI:3761309,Vmn2r-ps68,620683,ENSMUSG00000092259,null
MGI:3761310,Vmn2r-ps69,670926,ENSMUSG00000090773,null
MGI:3761311,Vmn2r69,330581,ENSMUSG00000091006,115466
MGI:3761313,Vmn2r-ps70,100124563,ENSMUSG00000092431,null
MGI:3761314,Vmn2r70,670940,ENSMUSG00000090806,115466
MGI:3761316,Vmn2r-ps71,100124564,null,null
MGI:3761317,Vmn2r-ps72,666358,ENSMUSG00000092533,null
MGI:3761318,Vmn2r-ps73,100125321,ENSMUSG00000092567,null
MGI:3761319,Vmn2r-ps74,666361,null,null
MGI:3761320,Vmn2r-ps75,100124565,ENSMUSG00000092179,null
MGI:3761321,Vmn2r-ps76,100124566,ENSMUSG00000092307,null
MGI:3761322,Vmn2r-ps77,100124567,ENSMUSG00000092287,null
MGI:3761323,Vmn2r-ps78,100124568,ENSMUSG00000092440,null
MGI:3761324,Vmn2r-ps79,100124569,ENSMUSG00000092263,null
MGI:3761325,Vmn2r-ps80,666382,ENSMUSG00000092529,null
MGI:3761326,Vmn2r-ps81,637652,ENSMUSG00000092608,null
MGI:3761327,Vmn2r-ps82,637667,ENSMUSG00000092330,null
MGI:3761328,Vmn2r-ps83,666418,ENSMUSG00000092357,null
MGI:3761329,Vmn2r-ps84,100039471,ENSMUSG00000092532,null
MGI:3761330,Vmn2r-ps85,100124570,ENSMUSG00000092587,null
MGI:3761331,Vmn2r-ps86,621096,ENSMUSG00000092419,null
MGI:3761332,Vmn2r76,675969,ENSMUSG00000091239,104330
MGI:3761334,Vmn2r-ps87,637881,ENSMUSG00000092195,null
MGI:3761335,Vmn2r78,637896,ENSMUSG00000091962,115466
MGI:3761337,Vmn2r-ps90,100124571,null,null
MGI:3761339,Vmn2r-ps91,675190,ENSMUSG00000110490,null
MGI:3761340,Vmn2r-ps136,100124572,null,null
MGI:3761341,Vmn2r-ps137,620095,null,null
MGI:3761342,Vmn2r-ps138,100124573,null,null
MGI:3761343,Vmn2r-ps139,667244,ENSMUSG00000101499,null
MGI:3761344,Vmn2r-ps140,100124574,null,null
MGI:3761345,Vmn2r-ps92,100124575,ENSMUSG00000111881,null
MGI:3761346,Vmn2r-ps94,619864,ENSMUSG00000080317,null
MGI:3761347,Vmn2r-ps95,665742,ENSMUSG00000113145,null
MGI:3761348,Vmn2r-ps96,665767,ENSMUSG00000114065,null
MGI:3761349,Vmn2r-ps97,665809,ENSMUSG00000113381,null
MGI:3761350,Vmn2r-ps98,628722,ENSMUSG00000117836,null
MGI:3761351,Vmn2r-ps99,628808,ENSMUSG00000113945,null
MGI:3761352,Vmn2r92,627111,ENSMUSG00000091350,115024
MGI:3761354,Vmn2r95,328759,ENSMUSG00000091631,115024
MGI:3761370,Vmn2r-ps15,100125279,ENSMUSG00000094177,null
MGI:3761371,Vmn2r-ps16,100125280,ENSMUSG00000095460,null
MGI:3761372,Vmn2r-ps17,434514,ENSMUSG00000095096,null
MGI:3761373,Vmn2r-ps18,100124576,ENSMUSG00000094849,null
MGI:3761374,Vmn2r-ps19,100125283,ENSMUSG00000093975,null
MGI:3761375,Vmn2r-ps20,100125298,ENSMUSG00000096440,null
MGI:3761376,Vmn2r-ps21,667087,ENSMUSG00000093510,null
MGI:3761377,Vmn2r12,627569,ENSMUSG00000090688,129606
MGI:3761379,Vmn2r13,231589,ENSMUSG00000091635,129606
MGI:3761466,Vmn2r-ps22,671695,null,null
MGI:3761467,Vmn2r-ps23,636173,ENSMUSG00000094409,null
MGI:3761469,Vmn2r-ps24,666533,ENSMUSG00000104668,null
MGI:3761470,Vmn2r-ps25,435877,ENSMUSG00000107123,null
MGI:3761472,Vmn2r-ps26,632649,ENSMUSG00000106703,null
MGI:3761474,Vmn2r-ps27,100124577,null,null
MGI:3761478,Vmn2r-ps28,100124578,null,null
MGI:3761512,Vmn2r-ps31,626436,ENSMUSG00000093652,null
MGI:3761513,Vmn2r-ps32,100043512,ENSMUSG00000093724,null
MGI:3761515,Vmn2r-ps33,384486,ENSMUSG00000095544,null
MGI:3761516,Vmn2r-ps34,623337,ENSMUSG00000107718,null
MGI:3761517,Vmn2r27,232367,ENSMUSG00000072778,null
MGI:3761519,Vmn2r-ps100,100041855,ENSMUSG00000113723,null
MGI:3761521,Vmn2r-ps102,100041892,ENSMUSG00000113350,null
MGI:3761522,Vmn2r-ps103,665974,ENSMUSG00000114027,null
MGI:3761523,Vmn2r-ps104,100041915,ENSMUSG00000094499,null
MGI:3761525,Vmn2r-ps106,100041938,ENSMUSG00000114549,null
MGI:3761527,Vmn2r-ps108,100041947,ENSMUSG00000117784,null
MGI:3761528,Vmn2r-ps109,666052,ENSMUSG00000114489,null
MGI:3761529,Vmn2r-ps110,671357,ENSMUSG00000115166,null
MGI:3761530,Vmn2r-ps111,100125242,ENSMUSG00000115374,null
MGI:3761531,Vmn2r124,637021,ENSMUSG00000094396,115024
MGI:3761532,Vmn2r-ps114,100041645,ENSMUSG00000093775,null
MGI:3761533,Vmn2r-ps115,665292,ENSMUSG00000116837,null
MGI:3761534,Vmn2r-ps116,100125245,ENSMUSG00000093602,null
MGI:3761535,Vmn2r-ps117,665303,ENSMUSG00000093531,null
MGI:3761536,Vmn2r-ps118,100124579,ENSMUSG00000093607,null
MGI:3761537,Vmn2r127,665344,ENSMUSG00000093533,null
MGI:3761538,Vmn2r-ps120,100503875,ENSMUSG00000093776,null
MGI:3761539,Vmn2r-ps121,100124580,ENSMUSG00000093627,null
MGI:3761606,Vmn2r-ps122,627618,ENSMUSG00000093592,null
MGI:3761608,Vmn2r-ps123,210465,ENSMUSG00000093426,null
MGI:3761610,Vmn2r-ps124,670534,ENSMUSG00000093642,null
MGI:3761611,Vmn2r-ps125,627664,ENSMUSG00000093711,null
MGI:3761612,Vmn2r-ps126,100125268,ENSMUSG00000093401,null
MGI:3761614,Vmn2r-ps127,100125269,ENSMUSG00000093469,null
MGI:3761685,Vmn2r-ps128,665961,ENSMUSG00000090355,null
MGI:3761688,Vmn2r-ps129,665976,ENSMUSG00000094752,null
MGI:3761689,Vmn2r-ps130,100042225,ENSMUSG00000095658,null
MGI:3761691,Vmn2r-ps131,665988,ENSMUSG00000096429,null
MGI:3761692,Vmn2r-ps132,100124581,ENSMUSG00000093714,null
MGI:3761693,Vmn2r-ps133,638056,ENSMUSG00000093493,null
MGI:3761694,Vmn2r-ps134,619775,ENSMUSG00000096270,null
MGI:3761695,Vmn2r118,383258,ENSMUSG00000091504,129687
MGI:3761697,Vmn2r-ps135,100124582,null,null
MGI:3761698,Vmn2r-ps141,100040951,null,null
MGI:3761699,Vmn2r-ps142,100124584,null,null
MGI:3761705,Vmn2r-ps143,100040695,null,null
MGI:3761706,Vmn2r-ps144,100124585,null,null
MGI:3761707,Vmn2r-ps146,100124586,null,null
MGI:3761708,Vmn2r-ps147,100124587,null,null
MGI:3761709,Vmn2r-ps149,100042172,ENSMUSG00000101181,null
MGI:3761710,Vmn2r-ps150,100125391,null,null
MGI:3761711,Vmn2r-ps151,100124588,null,null
MGI:3761712,Vmn2r-ps152,100124589,null,null
MGI:3761713,Vmn2r-ps153,665359,null,null
MGI:3761714,Vmn2r-ps154,100124590,null,null
MGI:3761715,Vmn2r-ps155,100041795,null,null
MGI:3761716,Vmn2r-ps156,100124591,null,null
MGI:3761717,Vmn2r-ps157,100041847,null,null
MGI:3763279,frg,null,null,null
MGI:3763716,BI734849,null,null,null
MGI:3763721,hlb388,null,null,null
MGI:3763743,Snhg1,83673,ENSMUSG00000108414,null
MGI:3764555,Varc,null,null,null
MGI:3764925,Mir1224,100316739,ENSMUSG00000080669,null
MGI:3764933,Bhrd,null,null,null
MGI:3764943,Dppa5-ps8,null,null,null
MGI:3764944,Dppa5-ps9,null,null,null
MGI:3765340,Dppa5b,666367,ENSMUSG00000110919,null
MGI:3765342,Dppa5c,666373,ENSMUSG00000111423,null
MGI:3767000,hlb243,null,null,null
MGI:3767226,E130208F15Rik,null,ENSMUSG00000074210,null
MGI:3767993,Bpifb9a,71425,ENSMUSG00000067998,128535
MGI:3768536,Hmgb1-ps1,100039256,ENSMUSG00000084129,null
