NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
EFCAB14,EF-hand calcium binding domain 14 [Source:HGNC Symbol;Acc:HGNC:29051],null,null,-0.12632279
ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948],null,null,-0.12632424
GALNT9,polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131],null,null,-0.1263657
UBE2W,ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616],null,null,-0.12649482
CDA,cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712],null,null,-0.12687817
ADAT1,adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228],null,null,-0.12697612
ADAM22,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],null,null,-0.12699284
NOC2L,NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517],null,null,-0.12717424
ZC3H6,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762],null,null,-0.12720385
GPRC5C,G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309],null,null,-0.12721407
CLEC4E,C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555],null,null,-0.12733054
MOGAT2,monoacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23248],null,null,-0.1273794
GALK2,galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119],null,null,-0.12738411
RASA4,RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:HGNC:23181],null,null,-0.12746574
GMEB1,glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4370],null,null,-0.12748548
RSPO1,R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679],null,null,-0.12761104
RANBP1,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],null,null,-0.1276134
YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]",null,null,-0.12763901
MAGEH1,MAGE family member H1 [Source:HGNC Symbol;Acc:HGNC:24092],null,null,-0.12766878
KCNN4,potassium calcium-activated channel subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:6293],null,null,-0.12775032
PRDM10,PR/SET domain 10 [Source:HGNC Symbol;Acc:HGNC:13995],null,null,-0.12775972
SIRT5,sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933],null,null,-0.12788552
GATD1,glutamine amidotransferase like class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616],null,null,-0.12813593
EIF1AX,eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250],null,null,-0.128151
GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]",null,null,-0.1282057
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],null,null,-0.12822977
DCUN1D2,defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328],null,null,-0.12838024
ORC3,origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489],null,null,-0.1283919
TCEANC2,transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494],null,null,-0.12849216
TTN,titin [Source:HGNC Symbol;Acc:HGNC:12403],null,null,-0.12850794
TMEM189-UBE2V1,TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:HGNC:33521],null,null,-0.12856588
MTCH1,mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586],null,null,-0.12862991
LYPLAL1,lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440],null,null,-0.12876421
C10orf105,chromosome 10 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:20304],null,null,-0.12883928
AIM2,absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357],null,null,-0.12890884
STRADB,STE20 related adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205],null,null,-0.12896663
CIAO3,cytosolic iron-sulfur assembly component 3 [Source:HGNC Symbol;Acc:HGNC:14179],null,null,-0.12900032
ABCF2,ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71],null,null,-0.12904948
NXPE3,neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238],null,null,-0.12909697
CDCA5,cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626],null,null,-0.12934285
LHX3,LIM homeobox 3 [Source:HGNC Symbol;Acc:HGNC:6595],null,null,-0.1297041
TNNI2,"troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]",null,null,-0.12981302
HNRNPH3,heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043],null,null,-0.12983073
SLC39A1,solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876],null,null,-0.129913
HLA-DMA,"major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]",null,null,-0.13001615
ZNF2,zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:12991],null,null,-0.13003588
KLF16,Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857],null,null,-0.13016722
CALM3,calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449],null,null,-0.13024427
RIPK3,receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021],null,null,-0.13058248
FBXL3,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],null,null,-0.13063641
CYP2B6,cytochrome P450 family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:2615],null,null,-0.13074838
PHB2,prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306],null,null,-0.13077964
TMPRSS11D,transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059],null,null,-0.13080165
FHL3,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704],null,null,-0.13095993
MYLK3,myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826],null,null,-0.1310703
PRKACA,protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380],null,null,-0.13111113
CBX1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],null,null,-0.13112424
TJAP1,tight junction associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17949],null,null,-0.1311343
ZFYVE19,zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758],null,null,-0.13126244
FMO5,flavin containing dimethylaniline monoxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773],null,null,-0.1314085
GPR156,G protein-coupled receptor 156 [Source:HGNC Symbol;Acc:HGNC:20844],null,null,-0.13146985
AEN,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722],null,null,-0.13151461
FAAP100,FA core complex associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26171],null,null,-0.13162482
GTF2H1,general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655],null,null,-0.13187635
CMSS1,cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666],null,null,-0.1319921
CCZ1,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21691]",null,null,-0.1320208
VAMP4,vesicle associated membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:12645],null,null,-0.13216871
F13B,coagulation factor XIII B chain [Source:HGNC Symbol;Acc:HGNC:3534],null,null,-0.13249093
EXOSC10,exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138],null,null,-0.13264057
CLNS1A,chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080],null,null,-0.13286096
TFAP4,transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745],null,null,-0.13287166
RGS8,regulator of G protein signaling 8 [Source:HGNC Symbol;Acc:HGNC:16810],null,null,-0.13287576
ANGEL2,angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534],null,null,-0.13288575
RNF128,ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153],null,null,-0.13294493
STX1B,syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539],null,null,-0.13296892
CD320,CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692],null,null,-0.1333217
IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961],null,null,-0.13332729
CD38,CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667],null,null,-0.1333512
RRS1,ribosome biogenesis regulator 1 homolog [Source:HGNC Symbol;Acc:HGNC:17083],null,null,-0.13341984
PIF1,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220],null,null,-0.13342734
MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865],null,null,-0.13361253
CEP135,centrosomal protein 135 [Source:HGNC Symbol;Acc:HGNC:29086],null,null,-0.13381238
TRA2A,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645],null,null,-0.13381329
RPH3AL,rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296],null,null,-0.13390942
RIDA,reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897],null,null,-0.13393019
MGMT,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059],null,null,-0.13393055
ZNF410,zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144],null,null,-0.13404687
KIF23,kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392],null,null,-0.13408792
STAR,steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359],null,null,-0.1341567
UPF3A,UPF3A regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332],null,null,-0.13418743
HDHD2,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364],null,null,-0.13421664
MFN1,mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262],null,null,-0.13431732
RBFOX2,RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906],null,null,-0.13448465
FANCE,FA complementation group E [Source:HGNC Symbol;Acc:HGNC:3586],null,null,-0.13492674
RALGPS2,Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279],null,null,-0.13509333
NEK6,NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749],null,null,-0.1351615
CD69,CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694],null,null,-0.135199
CYP4F11,cytochrome P450 family 4 subfamily F member 11 [Source:HGNC Symbol;Acc:HGNC:13265],null,null,-0.13544099
PCDHGA11,"protocadherin gamma subfamily A, 11 [Source:HGNC Symbol;Acc:HGNC:8698]",null,null,-0.13551731
NHLRC2,NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731],null,null,-0.13557722
NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:24340]",null,null,-0.13571733
ARSG,arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102],null,null,-0.13571829
PHETA2,PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161],null,null,-0.1357244
NIPAL4,NIPA like domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28018],null,null,-0.13574275
MLLT1,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],null,null,-0.13580686
ABHD16A,abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921],null,null,-0.13588184
ICE2,interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885],null,null,-0.13594328
WDR18,WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956],null,null,-0.1360167
RAB5C,"RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]",null,null,-0.1361009
APOM,apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916],null,null,-0.13613662
ATXN7L3,ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416],null,null,-0.13625142
ZNF605,zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068],null,null,-0.13632083
ASCL3,achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740],null,null,-0.13636631
WDR17,WD repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:16661],null,null,-0.13645516
CTSW,cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546],null,null,-0.1364667
AKIP1,A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170],null,null,-0.13647787
BORA,BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724],null,null,-0.13669246
PTGDS,prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592],null,null,-0.13681267
SPI1,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241],null,null,-0.13687895
TMEM30A,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667],null,null,-0.13693114
C3orf18,chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837],null,null,-0.13693829
KCNE5,potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241],null,null,-0.13695313
ABCC8,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],null,null,-0.13706097
SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231],null,null,-0.1370893
RAD51,RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817],null,null,-0.1371762
ACTR8,actin related protein 8 [Source:HGNC Symbol;Acc:HGNC:14672],null,null,-0.13723205
PBK,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282],null,null,-0.13732651
MEFV,"MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]",null,null,-0.13735044
PDHX,pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350],null,null,-0.13737115
SRSF12,serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220],null,null,-0.13757433
CAPZA2,capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490],null,null,-0.13761263
SDC1,syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658],null,null,-0.13773207
C12orf49,chromosome 12 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:26128],null,null,-0.13780472
CDKN2C,cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789],null,null,-0.13793632
LEKR1,"leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]",null,null,-0.13798359
PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575],null,null,-0.13809319
RAMAC,RNA guanine-7 methyltransferase activating subunit [Source:HGNC Symbol;Acc:HGNC:31022],null,null,-0.1381003
NFXL1,"nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]",null,null,-0.1383096
BUD13,BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199],null,null,-0.13834299
WDR4,WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756],null,null,-0.13837098
CLTRN,"collectrin, amino acid transport regulator [Source:HGNC Symbol;Acc:HGNC:29437]",null,null,-0.13837633
TTF2,transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398],null,null,-0.13852243
VSIG4,V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:17032],null,null,-0.13881461
FRS3,fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970],null,null,-0.13884607
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972],null,null,-0.13893697
TAF15,TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547],null,null,-0.13896687
SRGN,serglycin [Source:HGNC Symbol;Acc:HGNC:9361],null,null,-0.1390199
PDGFC,platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801],null,null,-0.13919745
MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906],null,null,-0.13922252
PGM2,phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906],null,null,-0.13931306
VPS45,vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579],null,null,-0.13935019
UPK3B,uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444],null,null,-0.13939002
C19orf71,chromosome 19 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:34496],null,null,-0.13946043
DENND6B,DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690],null,null,-0.1395046
DNM2,dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974],null,null,-0.13965347
ACOT6,acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159],null,null,-0.13968359
EGFL7,EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594],null,null,-0.13978882
GUF1,"GUF1 homolog, GTPase [Source:HGNC Symbol;Acc:HGNC:25799]",null,null,-0.1398542
FAM151B,family with sequence similarity 151 member B [Source:HGNC Symbol;Acc:HGNC:33716],null,null,-0.13989303
KANK3,KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:24796],null,null,-0.14026242
RNF168,ring finger protein 168 [Source:HGNC Symbol;Acc:HGNC:26661],null,null,-0.14044116
RASD1,ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828],null,null,-0.14047445
ZFR2,zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29189],null,null,-0.14055827
ZFP3,ZFP3 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12861],null,null,-0.14062373
CYP2J2,cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634],null,null,-0.14063789
CCDC28B,coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163],null,null,-0.14071912
CHST3,carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971],null,null,-0.14085954
ANKRD13C,ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374],null,null,-0.14089699
HS6ST2,heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133],null,null,-0.14096557
TRMT44,tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653],null,null,-0.14106025
RALGDS,ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842],null,null,-0.14107077
C2orf42,chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056],null,null,-0.14119773
NFE2L3,"nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]",null,null,-0.14129959
PDCD7,programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767],null,null,-0.14132103
IGSF9,immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132],null,null,-0.1413319
IL13RA1,interleukin 13 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:5974],null,null,-0.14135921
RORC,RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260],null,null,-0.14136773
SIPA1,signal-induced proliferation-associated 1 [Source:HGNC Symbol;Acc:HGNC:10885],null,null,-0.14150815
ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697],null,null,-0.14151315
CHEK2,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],null,null,-0.14154938
PLA2G2E,phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414],null,null,-0.14156741
HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195],null,null,-0.1416103
KIZ,kizuna centrosomal protein [Source:HGNC Symbol;Acc:HGNC:15865],null,null,-0.14163932
PRAF2,PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911],null,null,-0.14165697
MREG,melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478],null,null,-0.14183997
LCT,lactase [Source:HGNC Symbol;Acc:HGNC:6530],null,null,-0.1419004
KYAT1,kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564],null,null,-0.14214493
PLCB3,phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056],null,null,-0.14225997
PCDHAC2,"protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]",null,null,-0.142294
HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007],null,null,-0.14236009
CAPZB,capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491],null,null,-0.14240813
GCNT1,glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203],null,null,-0.14242439
ABHD4,abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20154],null,null,-0.14281294
PDIA6,protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168],null,null,-0.14286493
KIRREL2,kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816],null,null,-0.14304547
HTR2B,5-hydroxytryptamine receptor 2B [Source:HGNC Symbol;Acc:HGNC:5294],null,null,-0.14311406
SARS1,seryl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:10537],null,null,-0.14311884
SULT1A1,sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453],null,null,-0.14333329
CSF2RA,colony stimulating factor 2 receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:2435],null,null,-0.14345914
RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:HGNC Symbol;Acc:HGNC:29289]",null,null,-0.14350003
ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364],null,null,-0.14362712
NAPSA,napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395],null,null,-0.14362948
DENND4B,DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044],null,null,-0.1437011
SLC34A3,solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305],null,null,-0.14375284
SENP6,SUMO specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944],null,null,-0.14393046
JOSD1,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953],null,null,-0.14398932
HAP1,huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812],null,null,-0.14429751
SARS2,"seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]",null,null,-0.14438993
SLC35G2,solute carrier family 35 member G2 [Source:HGNC Symbol;Acc:HGNC:28480],null,null,-0.14450136
SUCNR1,succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542],null,null,-0.1445553
GZMK,granzyme K [Source:HGNC Symbol;Acc:HGNC:4711],null,null,-0.14461532
PIGV,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031],null,null,-0.14466211
MMP23B,matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171],null,null,-0.14520407
GRHL3,grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839],null,null,-0.14533046
SPSB4,splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630],null,null,-0.14535479
CRLS1,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148],null,null,-0.14565122
SCIMP,SLP adaptor and CSK interacting membrane protein [Source:HGNC Symbol;Acc:HGNC:33504],null,null,-0.14572072
FOXA1,forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021],null,null,-0.14585094
MT-CO2,mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421],null,null,-0.14601652
CFAP410,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260],null,null,-0.14636308
SLC6A1,solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042],null,null,-0.14646311
F2,"coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]",null,null,-0.1464794
SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574],null,null,-0.14680831
IFT74,intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424],null,null,-0.1468304
SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857],null,null,-0.14694312
CNDP1,carnosine dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:20675],null,null,-0.14723822
RGS13,regulator of G protein signaling 13 [Source:HGNC Symbol;Acc:HGNC:9995],null,null,-0.14727752
PRIMPOL,primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575],null,null,-0.14735438
BZW2,basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808],null,null,-0.14759392
COPS7A,COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758],null,null,-0.14761981
SH3BGR,SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822],null,null,-0.14763978
RAD51D,RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823],null,null,-0.14765525
UBE2R2,ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907],null,null,-0.14765826
MYMK,"myomaker, myoblast fusion factor [Source:HGNC Symbol;Acc:HGNC:33778]",null,null,-0.14766742
EPGN,epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470],null,null,-0.14766946
NYX,nyctalopin [Source:HGNC Symbol;Acc:HGNC:8082],null,null,-0.14776449
TXNIP,thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952],null,null,-0.1478327
DCDC2B,doublecortin domain containing 2B [Source:HGNC Symbol;Acc:HGNC:32576],null,null,-0.14789762
DFFA,DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772],null,null,-0.14791933
IGHV1-58,immunoglobulin heavy variable 1-58 [Source:HGNC Symbol;Acc:HGNC:5555],null,null,-0.14802794
ZNF707,zinc finger protein 707 [Source:HGNC Symbol;Acc:HGNC:27815],null,null,-0.14809279
TICAM1,toll like receptor adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348],null,null,-0.14824961
PFKL,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]",null,null,-0.14832534
JUN,"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]",null,null,-0.14836739
SLC25A27,solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065],null,null,-0.14840011
